Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax(TS - TP),Total Salary,Date,Time,Payment,Total Price,Rating,Day,Month,Year,Satisfaction
Cairo,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,2019-01-25,13:30:00,Credit card,339.57,5.2,Friday,January,2019,Not Satisfied
Cairo,Normal,Female,Electronic accessories,42.42,8,16.968,356.32800000000003,2019-01-30,13:58:00,E-Wallet,339.36,5.7,Wednesday,January,2019,Not Satisfied
Cairo,Normal,Female,Sports and travel,67.42999999999999,5,16.8575,354.0075,2019-03-06,18:13:00,E-Wallet,337.15,6.3,Wednesday,March,2019,Not Satisfied
Cairo,Normal,Male,Sports and travel,67.27000000000001,5,16.8175,353.1675,2019-02-27,17:27:00,Cash,336.35,6.9,Wednesday,February,2019,Not Satisfied
Giza,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,2019-03-07,16:54:00,E-Wallet,336.28,4.4,Thursday,March,2019,Not Satisfied
Cairo,Member,Male,Sports and travel,37.32,9,16.794,352.674,2019-03-06,15:31:00,E-Wallet,335.88,5.1,Wednesday,March,2019,Not Satisfied
Cairo,Normal,Male,Fashion accessories,47.970000000000006,7,16.7895,352.5795,2019-01-07,20:52:00,Cash,335.79,6.2,Monday,January,2019,Not Satisfied
Alex,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,2019-01-03,16:47:00,Credit card,335.45,9.1,Thursday,January,2019,Satisfied
Cairo,Normal,Female,Health and beauty,55.81,6,16.743,351.603,2019-01-22,11:52:00,Cash,334.86,9.9,Tuesday,January,2019,Satisfied
Giza,Member,Female,Home and lifestyle,55.73,6,16.719,351.099,2019-02-24,10:55:00,E-Wallet,334.38,7.0,Sunday,February,2019,Satisfied
Cairo,Normal,Male,Health and beauty,66.67999999999999,5,16.67,350.07,2019-02-20,18:01:00,Cash,333.4,7.6,Wednesday,February,2019,Satisfied
Cairo,Member,Female,Food and beverages,33.21,10,16.605,348.70500000000004,2019-01-08,14:25:00,E-Wallet,332.1,6.0,Tuesday,January,2019,Not Satisfied
Giza,Member,Male,Sports and travel,82.93,4,16.586,348.30600000000004,2019-01-20,16:51:00,E-Wallet,331.72,9.6,Sunday,January,2019,Satisfied
Alex,Member,Male,Sports and travel,82.33,4,16.466,345.786,2019-01-11,10:37:00,Credit card,329.32,7.5,Friday,January,2019,Satisfied
Cairo,Normal,Female,Fashion accessories,36.51,9,16.4295,345.0195,2019-02-16,10:52:00,Cash,328.59,4.2,Saturday,February,2019,Not Satisfied
Giza,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,2019-02-15,12:12:00,Cash,328.0,6.2,Friday,February,2019,Not Satisfied
Cairo,Normal,Female,Sports and travel,54.51,6,16.353,343.413,2019-03-17,13:54:00,E-Wallet,327.06,7.8,Sunday,March,2019,Satisfied
Giza,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,2019-02-07,14:38:00,Credit card,326.88,6.5,Thursday,February,2019,Not Satisfied
Giza,Normal,Female,Fashion accessories,81.68,4,16.336,343.05600000000004,2019-01-06,12:12:00,Cash,326.72,9.1,Sunday,January,2019,Satisfied
Giza,Member,Female,Sports and travel,64.97,5,16.2425,341.09250000000003,2019-02-08,12:52:00,Credit card,324.85,6.5,Friday,February,2019,Not Satisfied
Alex,Normal,Female,Home and lifestyle,46.33,7,16.2155,340.5255,2019-03-03,13:23:00,Credit card,324.31,7.4,Sunday,March,2019,Satisfied
Alex,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2019-02-20,16:49:00,Credit card,323.2,10.0,Wednesday,February,2019,Satisfied
Alex,Member,Female,Electronic accessories,64.44,5,16.11,338.31,2019-03-30,17:04:00,Cash,322.2,6.6,Saturday,March,2019,Not Satisfied
Giza,Member,Female,Home and lifestyle,35.79,9,16.1055,338.2155,2019-03-10,15:06:00,Credit card,322.11,5.1,Sunday,March,2019,Not Satisfied
Giza,Member,Female,Food and beverages,80.36,4,16.072,337.512,2019-02-23,18:45:00,Credit card,321.44,8.3,Saturday,February,2019,Satisfied
Alex,Normal,Male,Food and beverages,45.79,7,16.0265,336.55649999999997,2019-03-13,19:44:00,Credit card,320.53,7.0,Wednesday,March,2019,Satisfied
Cairo,Member,Male,Sports and travel,31.99,10,15.995,335.895,2019-02-20,15:18:00,Credit card,319.9,9.9,Wednesday,February,2019,Satisfied
Alex,Normal,Male,Sports and travel,45.58,7,15.953,335.013,2019-01-13,10:03:00,Cash,319.06,5.0,Sunday,January,2019,Not Satisfied
Cairo,Normal,Female,Fashion accessories,63.71,5,15.9275,334.4775,2019-02-07,19:30:00,E-Wallet,318.55,8.5,Thursday,February,2019,Satisfied
Cairo,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,2019-01-05,19:50:00,Credit card,318.42,9.6,Saturday,January,2019,Satisfied
Giza,Normal,Female,Fashion accessories,45.44,7,15.904,333.984,2019-01-23,11:15:00,Cash,318.08,9.2,Wednesday,January,2019,Satisfied
Alex,Normal,Female,Food and beverages,63.61,5,15.9025,333.9525,2019-03-16,12:43:00,E-Wallet,318.05,4.8,Saturday,March,2019,Not Satisfied
Cairo,Member,Male,Electronic accessories,52.88999999999999,6,15.867,333.207,2019-01-19,17:34:00,Credit card,317.34,9.8,Saturday,January,2019,Satisfied
Alex,Member,Male,Food and beverages,35.04,9,15.768,331.12800000000004,2019-02-09,19:17:00,E-Wallet,315.36,4.6,Saturday,February,2019,Not Satisfied
Giza,Member,Female,Home and lifestyle,78.38,4,15.676,329.19599999999997,2019-03-24,17:56:00,Cash,313.52,7.9,Sunday,March,2019,Satisfied
Alex,Member,Female,Sports and travel,62.620000000000005,5,15.655,328.755,2019-03-10,19:15:00,E-Wallet,313.1,7.0,Sunday,March,2019,Satisfied
Alex,Member,Male,Electronic accessories,77.72,4,15.544,326.424,2019-01-07,16:11:00,Credit card,310.88,8.8,Monday,January,2019,Satisfied
Alex,Member,Female,Health and beauty,77.68,4,15.536,326.25600000000003,2019-02-01,19:54:00,Cash,310.72,8.4,Friday,February,2019,Satisfied
Alex,Normal,Female,Home and lifestyle,77.47,4,15.494,325.374,2019-03-17,16:36:00,Cash,309.88,4.2,Sunday,March,2019,Not Satisfied
Alex,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,2019-03-08,13:21:00,Cash,308.85,6.7,Friday,March,2019,Not Satisfied
Giza,Member,Male,Food and beverages,38.47,8,15.388,323.14799999999997,2019-01-23,11:51:00,Cash,307.76,7.7,Wednesday,January,2019,Satisfied
Alex,Normal,Male,Food and beverages,51.28,6,15.384,323.064,2019-01-19,16:31:00,Cash,307.68,6.5,Saturday,January,2019,Not Satisfied
Cairo,Member,Male,Health and beauty,61.29,5,15.3225,321.7725,2019-03-29,14:28:00,Cash,306.45,7.0,Friday,March,2019,Satisfied
Giza,Member,Female,Food and beverages,33.98,9,15.291,321.111,2019-03-24,10:43:00,Cash,305.82,4.2,Sunday,March,2019,Not Satisfied
Alex,Member,Male,Home and lifestyle,33.84,9,15.228,319.78800000000007,2019-03-21,16:21:00,E-Wallet,304.56,8.8,Thursday,March,2019,Satisfied
Cairo,Member,Female,Health and beauty,75.74,4,15.148,318.108,2019-02-14,14:35:00,Cash,302.96,7.6,Thursday,February,2019,Satisfied
Cairo,Member,Male,Electronic accessories,50.449999999999996,6,15.135,317.835,2019-02-06,15:16:00,Credit card,302.7,8.9,Wednesday,February,2019,Satisfied
Giza,Member,Female,Home and lifestyle,75.53,4,15.106,317.226,2019-03-19,15:52:00,E-Wallet,302.12,8.3,Tuesday,March,2019,Satisfied
Alex,Member,Female,Fashion accessories,30.139999999999997,10,15.07,316.46999999999997,2019-02-10,12:28:00,E-Wallet,301.4,9.2,Sunday,February,2019,Satisfied
Alex,Normal,Female,Home and lifestyle,33.3,9,14.985,314.685,2019-03-04,15:27:00,E-Wallet,299.7,7.2,Monday,March,2019,Satisfied
Giza,Member,Female,Food and beverages,74.89,4,14.978,314.538,2019-03-01,15:32:00,E-Wallet,299.56,4.2,Friday,March,2019,Not Satisfied
Cairo,Normal,Male,Home and lifestyle,99.7,3,14.955,314.055,2019-03-18,11:29:00,E-Wallet,299.1,4.7,Monday,March,2019,Not Satisfied
Alex,Member,Female,Food and beverages,99.60000000000001,3,14.94,313.74,2019-02-25,18:45:00,Cash,298.8,5.8,Monday,February,2019,Not Satisfied
Alex,Normal,Female,Food and beverages,74.66,4,14.932,313.572,2019-03-04,10:39:00,Cash,298.64,8.5,Monday,March,2019,Satisfied
Alex,Normal,Female,Fashion accessories,42.57,7,14.8995,312.8895,2019-01-06,11:51:00,Cash,297.99,6.8,Sunday,January,2019,Not Satisfied
Cairo,Member,Female,Food and beverages,98.79,3,14.8185,311.1885,2019-02-23,20:00:00,E-Wallet,296.37,6.4,Saturday,February,2019,Not Satisfied
Giza,Normal,Female,Fashion accessories,49.32,6,14.796,310.716,2019-01-09,13:46:00,E-Wallet,295.92,7.1,Wednesday,January,2019,Satisfied
Giza,Normal,Female,Sports and travel,73.95,4,14.79,310.59000000000003,2019-02-03,10:02:00,Cash,295.8,6.1,Sunday,February,2019,Not Satisfied
Cairo,Member,Male,Fashion accessories,73.82,4,14.764,310.044,2019-02-21,18:31:00,Cash,295.28,6.7,Thursday,February,2019,Not Satisfied
Giza,Member,Female,Health and beauty,98.21,3,14.7315,309.3615,2019-02-05,10:41:00,Credit card,294.63,7.8,Tuesday,February,2019,Satisfied
Alex,Normal,Female,Fashion accessories,29.419999999999998,10,14.71,308.90999999999997,2019-01-12,16:23:00,E-Wallet,294.2,8.9,Saturday,January,2019,Satisfied
Alex,Member,Female,Food and beverages,73.47,4,14.694,308.574,2019-02-23,18:30:00,Cash,293.88,6.0,Saturday,February,2019,Not Satisfied
Alex,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2019-02-25,17:16:00,Credit card,292.2,4.9,Monday,February,2019,Not Satisfied
Alex,Member,Male,Food and beverages,48.5,6,14.55,305.55,2019-01-11,13:57:00,E-Wallet,291.0,9.4,Friday,January,2019,Satisfied
Giza,Member,Male,Electronic accessories,96.82,3,14.523,304.983,2019-03-30,20:37:00,Cash,290.46,6.7,Saturday,March,2019,Not Satisfied
Cairo,Member,Male,Sports and travel,96.8,3,14.52,304.91999999999996,2019-03-15,13:05:00,Cash,290.4,5.3,Friday,March,2019,Not Satisfied
Cairo,Member,Female,Food and beverages,96.68,3,14.502,304.54200000000003,2019-01-26,19:56:00,E-Wallet,290.04,6.4,Saturday,January,2019,Not Satisfied
Giza,Member,Female,Health and beauty,47.71,6,14.313,300.573,2019-02-16,14:19:00,E-Wallet,286.26,4.4,Saturday,February,2019,Not Satisfied
Cairo,Member,Female,Electronic accessories,35.74,8,14.296,300.216,2019-02-17,15:28:00,E-Wallet,285.92,4.9,Sunday,February,2019,Not Satisfied
Giza,Member,Female,Fashion accessories,31.73,9,14.2785,299.8485,2019-01-08,16:17:00,Credit card,285.57,5.9,Tuesday,January,2019,Not Satisfied
Giza,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,2019-03-18,17:38:00,E-Wallet,285.3,7.8,Monday,March,2019,Satisfied
Cairo,Member,Female,Home and lifestyle,40.730000000000004,7,14.2555,299.3655,2019-03-12,11:01:00,E-Wallet,285.11,5.4,Tuesday,March,2019,Not Satisfied
Alex,Member,Female,Electronic accessories,94.64,3,14.196,298.11600000000004,2019-02-21,16:55:00,Cash,283.92,5.5,Thursday,February,2019,Not Satisfied
Giza,Member,Female,Food and beverages,47.27,6,14.181,297.801,2019-02-05,10:17:00,Cash,283.62,8.8,Tuesday,February,2019,Satisfied
Alex,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,2019-01-05,16:05:00,Credit card,282.96,4.4,Saturday,January,2019,Not Satisfied
Alex,Normal,Female,Food and beverages,56.56,5,14.14,296.94,2019-03-22,19:06:00,Credit card,282.8,4.5,Friday,March,2019,Not Satisfied
Alex,Normal,Female,Sports and travel,40.230000000000004,7,14.0805,295.69050000000004,2019-03-30,13:22:00,Cash,281.61,9.6,Saturday,March,2019,Satisfied
Alex,Member,Male,Electronic accessories,93.77999999999999,3,14.067,295.407,2019-01-30,11:32:00,Credit card,281.34,5.9,Wednesday,January,2019,Not Satisfied
Giza,Normal,Male,Food and beverages,46.77,6,14.031,294.651,2019-03-11,13:37:00,Cash,280.62,6.0,Monday,March,2019,Not Satisfied
Cairo,Member,Male,Fashion accessories,93.22000000000001,3,13.983,293.64300000000003,2019-01-24,11:45:00,Cash,279.66,7.2,Thursday,January,2019,Satisfied
Giza,Normal,Female,Home and lifestyle,69.81,4,13.962,293.202,2019-01-28,20:50:00,Credit card,279.24,5.9,Monday,January,2019,Not Satisfied
Giza,Member,Male,Health and beauty,46.53,6,13.959,293.139,2019-03-03,10:54:00,Credit card,279.18,4.3,Sunday,March,2019,Not Satisfied
Giza,Normal,Female,Health and beauty,46.26,6,13.878,291.438,2019-03-08,17:11:00,Credit card,277.56,9.5,Friday,March,2019,Satisfied
Cairo,Normal,Female,Fashion accessories,39.62,7,13.867,291.207,2019-01-25,13:18:00,Cash,277.34,7.5,Friday,January,2019,Satisfied
Giza,Member,Male,Food and beverages,27.660000000000004,10,13.83,290.43,2019-02-14,11:26:00,Credit card,276.6,8.9,Thursday,February,2019,Satisfied
Alex,Member,Female,Health and beauty,92.08999999999999,3,13.8135,290.08349999999996,2019-02-17,16:27:00,Cash,276.27,4.2,Sunday,February,2019,Not Satisfied
Cairo,Normal,Male,Electronic accessories,46.02,6,13.806,289.926,2019-02-07,15:55:00,Cash,276.12,7.1,Thursday,February,2019,Satisfied
Cairo,Member,Female,Fashion accessories,68.71,4,13.742,288.582,2019-01-04,19:01:00,Cash,274.84,4.1,Friday,January,2019,Not Satisfied
Giza,Normal,Male,Health and beauty,34.31,8,13.724,288.204,2019-01-25,15:00:00,E-Wallet,274.48,5.7,Friday,January,2019,Not Satisfied
Cairo,Member,Male,Health and beauty,54.86,5,13.715,288.015,2019-03-29,16:48:00,E-Wallet,274.3,9.8,Friday,March,2019,Satisfied
Giza,Member,Male,Health and beauty,68.55,4,13.71,287.90999999999997,2019-02-15,20:21:00,Credit card,274.2,9.2,Friday,February,2019,Satisfied
Cairo,Normal,Male,Electronic accessories,45.35,6,13.605,285.70500000000004,2019-01-31,13:44:00,E-Wallet,272.1,6.1,Thursday,January,2019,Not Satisfied
Alex,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,2019-03-13,14:16:00,E-Wallet,271.35,4.6,Wednesday,March,2019,Not Satisfied
Alex,Normal,Male,Food and beverages,33.88,8,13.552,284.59200000000004,2019-01-19,20:29:00,E-Wallet,271.04,9.6,Saturday,January,2019,Satisfied
Giza,Normal,Female,Fashion accessories,90.22000000000001,3,13.533,284.19300000000004,2019-02-18,19:39:00,Cash,270.66,6.2,Monday,February,2019,Not Satisfied
Giza,Normal,Male,Health and beauty,33.64,8,13.456,282.576,2019-02-15,17:10:00,Credit card,269.12,9.3,Friday,February,2019,Satisfied
Alex,Member,Male,Sports and travel,67.26,4,13.452,282.492,2019-01-19,15:28:00,Credit card,269.04,8.0,Saturday,January,2019,Satisfied
Cairo,Normal,Male,Sports and travel,44.629999999999995,6,13.389,281.169,2019-01-02,20:08:00,Credit card,267.78,5.1,Wednesday,January,2019,Not Satisfied
Cairo,Member,Male,Sports and travel,26.669999999999998,10,13.335,280.03499999999997,2019-01-29,11:48:00,Cash,266.7,8.6,Tuesday,January,2019,Satisfied
Alex,Normal,Male,Food and beverages,66.52,4,13.304,279.38399999999996,2019-03-02,18:14:00,E-Wallet,266.08,6.9,Saturday,March,2019,Not Satisfied
Alex,Member,Female,Sports and travel,88.63,3,13.2945,279.18449999999996,2019-03-02,17:36:00,E-Wallet,265.89,6.0,Saturday,March,2019,Not Satisfied
Giza,Normal,Male,Health and beauty,66.14,4,13.228,277.788,2019-03-19,12:46:00,Credit card,264.56,5.6,Tuesday,March,2019,Not Satisfied
Alex,Member,Female,Fashion accessories,88.14999999999999,3,13.2225,277.6725,2019-01-18,10:11:00,E-Wallet,264.45,7.9,Friday,January,2019,Satisfied
Cairo,Member,Female,Health and beauty,87.98,3,13.197,277.137,2019-03-05,10:40:00,E-Wallet,263.94,5.1,Tuesday,March,2019,Not Satisfied
Giza,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2019-02-07,13:05:00,Credit card,263.76,6.9,Thursday,February,2019,Not Satisfied
Alex,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,2019-03-24,10:29:00,Cash,263.76,6.0,Sunday,March,2019,Not Satisfied
Giza,Member,Female,Fashion accessories,43.46,6,13.038,273.798,2019-02-07,17:55:00,E-Wallet,260.76,8.5,Thursday,February,2019,Satisfied
Giza,Member,Male,Health and beauty,86.8,3,13.02,273.41999999999996,2019-01-28,16:47:00,E-Wallet,260.4,9.9,Monday,January,2019,Satisfied
Giza,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,2019-02-08,13:12:00,Credit card,260.05,7.7,Friday,February,2019,Satisfied
Alex,Normal,Male,Health and beauty,32.46,8,12.984,272.664,2019-03-27,13:48:00,Credit card,259.68,4.9,Wednesday,March,2019,Not Satisfied
Giza,Member,Female,Electronic accessories,51.92,5,12.98,272.58000000000004,2019-03-03,13:42:00,Cash,259.6,7.5,Sunday,March,2019,Satisfied
Cairo,Member,Male,Health and beauty,25.9,10,12.95,271.95,2019-02-06,14:51:00,E-Wallet,259.0,8.7,Wednesday,February,2019,Satisfied
Cairo,Member,Male,Home and lifestyle,36.910000000000004,7,12.9185,271.2885,2019-02-10,13:51:00,E-Wallet,258.37,6.7,Sunday,February,2019,Not Satisfied
Alex,Normal,Male,Sports and travel,64.59,4,12.918,271.278,2019-01-06,13:35:00,E-Wallet,258.36,9.3,Sunday,January,2019,Satisfied
Cairo,Normal,Female,Sports and travel,51.54,5,12.885,270.585,2019-01-26,17:45:00,Cash,257.7,4.2,Saturday,January,2019,Not Satisfied
Giza,Member,Female,Food and beverages,36.769999999999996,7,12.8695,270.2595,2019-01-11,20:10:00,Cash,257.39,7.4,Friday,January,2019,Satisfied
Giza,Member,Male,Home and lifestyle,85.72000000000001,3,12.858,270.01800000000003,2019-01-24,20:59:00,E-Wallet,257.16,5.1,Thursday,January,2019,Not Satisfied
Alex,Normal,Female,Health and beauty,64.27,4,12.854,269.93399999999997,2019-03-26,13:54:00,Cash,257.08,7.7,Tuesday,March,2019,Satisfied
Alex,Member,Male,Food and beverages,51.339999999999996,5,12.835,269.53499999999997,2019-03-28,15:31:00,Credit card,256.7,9.1,Thursday,March,2019,Satisfied
Giza,Member,Female,Fashion accessories,84.87,3,12.7305,267.3405,2019-01-25,18:30:00,E-Wallet,254.61,7.4,Friday,January,2019,Satisfied
Alex,Normal,Male,Health and beauty,50.79,5,12.6975,266.6475,2019-02-19,14:53:00,Credit card,253.95,5.3,Tuesday,February,2019,Not Satisfied
Giza,Member,Female,Sports and travel,31.67,8,12.668,266.028,2019-01-02,16:19:00,Credit card,253.36,5.6,Wednesday,January,2019,Not Satisfied
Giza,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,2019-01-29,12:25:00,Cash,252.48,8.9,Tuesday,January,2019,Satisfied
Giza,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,2019-01-23,13:29:00,Cash,252.15,9.8,Wednesday,January,2019,Satisfied
Cairo,Normal,Male,Home and lifestyle,50.28,5,12.57,263.97,2019-03-07,13:58:00,E-Wallet,251.4,9.7,Thursday,March,2019,Satisfied
Cairo,Member,Female,Food and beverages,62.85,4,12.57,263.97,2019-02-25,13:22:00,E-Wallet,251.4,8.7,Monday,February,2019,Satisfied
Alex,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,2019-01-05,11:25:00,Cash,250.6,4.2,Saturday,January,2019,Not Satisfied
Cairo,Normal,Male,Health and beauty,62.57,4,12.514,262.794,2019-02-25,18:37:00,Cash,250.28,9.5,Monday,February,2019,Satisfied
Alex,Member,Male,Food and beverages,41.660000000000004,6,12.498,262.458,2019-01-02,15:24:00,E-Wallet,249.96,5.6,Wednesday,January,2019,Not Satisfied
Cairo,Normal,Male,Home and lifestyle,62.19,4,12.438,261.198,2019-01-06,19:46:00,E-Wallet,248.76,4.3,Sunday,January,2019,Not Satisfied
Giza,Normal,Male,Electronic accessories,24.740000000000002,10,12.37,259.77000000000004,2019-02-24,16:44:00,Cash,247.4,7.1,Sunday,February,2019,Satisfied
Cairo,Member,Female,Health and beauty,41.06,6,12.318,258.678,2019-03-05,13:30:00,Credit card,246.36,8.3,Tuesday,March,2019,Satisfied
Alex,Member,Female,Sports and travel,24.490000000000002,10,12.245,257.14500000000004,2019-02-22,15:15:00,Cash,244.9,8.1,Friday,February,2019,Satisfied
Giza,Member,Female,Sports and travel,48.910000000000004,5,12.2275,256.77750000000003,2019-03-09,10:17:00,Cash,244.55,6.6,Saturday,March,2019,Not Satisfied
Cairo,Member,Female,Electronic accessories,81.39999999999999,3,12.21,256.40999999999997,2019-02-09,19:43:00,Cash,244.2,4.8,Saturday,February,2019,Not Satisfied
Alex,Member,Male,Home and lifestyle,81.01,3,12.1515,255.18150000000003,2019-01-13,12:55:00,Credit card,243.03,9.3,Sunday,January,2019,Satisfied
Cairo,Member,Male,Home and lifestyle,27.0,9,12.15,255.15,2019-03-02,14:16:00,Cash,243.0,4.8,Saturday,March,2019,Not Satisfied
Giza,Member,Male,Sports and travel,34.559999999999995,7,12.096,254.01599999999996,2019-03-11,16:07:00,Credit card,241.92,7.3,Monday,March,2019,Satisfied
Giza,Member,Female,Electronic accessories,30.2,8,12.08,253.68,2019-03-03,19:30:00,E-Wallet,241.6,5.1,Sunday,March,2019,Not Satisfied
Giza,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2019-02-15,12:31:00,Cash,241.44,8.1,Friday,February,2019,Satisfied
Cairo,Normal,Male,Food and beverages,60.3,4,12.06,253.26,2019-02-20,18:43:00,Cash,241.2,5.8,Wednesday,February,2019,Not Satisfied
Cairo,Member,Female,Home and lifestyle,30.12,8,12.048,253.008,2019-03-03,13:01:00,Cash,240.96,7.7,Sunday,March,2019,Satisfied
Cairo,Member,Male,Fashion accessories,60.18,4,12.036,252.756,2019-02-16,18:04:00,Credit card,240.72,9.4,Saturday,February,2019,Satisfied
Alex,Normal,Male,Home and lifestyle,80.08,3,12.012,252.252,2019-02-11,15:29:00,Cash,240.24,5.4,Monday,February,2019,Not Satisfied
Alex,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,2019-01-25,15:54:00,Cash,240.04,4.5,Friday,January,2019,Not Satisfied
Cairo,Member,Male,Food and beverages,79.91,3,11.9865,251.7165,2019-03-20,19:28:00,Credit card,239.73,5.0,Wednesday,March,2019,Not Satisfied
Alex,Member,Female,Electronic accessories,79.59,3,11.9385,250.70850000000002,2019-01-08,14:30:00,Cash,238.77,6.6,Tuesday,January,2019,Not Satisfied
Giza,Member,Male,Food and beverages,59.59,4,11.918,250.27800000000002,2019-01-19,12:46:00,Cash,238.36,9.8,Saturday,January,2019,Satisfied
Giza,Normal,Female,Food and beverages,39.43,6,11.829,248.409,2019-03-25,20:18:00,Credit card,236.58,9.4,Monday,March,2019,Satisfied
Alex,Normal,Male,Electronic accessories,26.23,9,11.8035,247.87349999999998,2019-01-25,20:24:00,E-Wallet,236.07,5.9,Friday,January,2019,Not Satisfied
Cairo,Member,Male,Food and beverages,47.160000000000004,5,11.79,247.59,2019-02-03,14:35:00,Credit card,235.8,6.0,Sunday,February,2019,Not Satisfied
Alex,Normal,Male,Electronic accessories,78.31,3,11.7465,246.6765,2019-03-05,16:38:00,E-Wallet,234.93,5.4,Tuesday,March,2019,Not Satisfied
Alex,Normal,Male,Health and beauty,58.15,4,11.63,244.23,2019-01-23,17:44:00,Cash,232.6,8.4,Wednesday,January,2019,Satisfied
Cairo,Normal,Female,Home and lifestyle,77.04,3,11.556,242.67600000000002,2019-02-11,10:39:00,Credit card,231.12,7.2,Monday,February,2019,Satisfied
Cairo,Member,Female,Electronic accessories,57.49,4,11.498,241.458,2019-03-15,11:57:00,Cash,229.96,6.6,Friday,March,2019,Not Satisfied
Cairo,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,2019-02-06,19:20:00,E-Wallet,229.5,8.2,Wednesday,February,2019,Satisfied
Giza,Normal,Female,Fashion accessories,76.06,3,11.409,239.589,2019-01-05,20:30:00,Credit card,228.18,9.8,Saturday,January,2019,Satisfied
Giza,Member,Female,Health and beauty,28.5,8,11.4,239.4,2019-02-06,14:24:00,Cash,228.0,6.6,Wednesday,February,2019,Not Satisfied
Alex,Normal,Female,Home and lifestyle,56.53,4,11.306,237.42600000000002,2019-03-04,19:48:00,E-Wallet,226.12,5.5,Monday,March,2019,Not Satisfied
Alex,Member,Female,Sports and travel,75.2,3,11.28,236.88000000000002,2019-02-05,11:51:00,E-Wallet,225.6,4.8,Tuesday,February,2019,Not Satisfied
Alex,Member,Female,Home and lifestyle,37.44,6,11.232,235.87199999999999,2019-02-06,13:55:00,Credit card,224.64,5.9,Wednesday,February,2019,Not Satisfied
Giza,Normal,Female,Electronic accessories,56.13,4,11.226,235.746,2019-01-19,11:43:00,E-Wallet,224.52,8.6,Saturday,January,2019,Satisfied
Alex,Normal,Male,Food and beverages,24.94,9,11.223,235.68300000000002,2019-01-11,16:49:00,Credit card,224.46,5.6,Friday,January,2019,Not Satisfied
Alex,Member,Female,Health and beauty,24.89,9,11.2005,235.2105,2019-03-15,15:36:00,Cash,224.01,7.4,Friday,March,2019,Satisfied
Alex,Member,Female,Food and beverages,44.589999999999996,5,11.1475,234.0975,2019-02-10,15:10:00,Cash,222.95,8.5,Sunday,February,2019,Satisfied
Alex,Member,Female,Sports and travel,22.240000000000002,10,11.12,233.52000000000004,2019-02-09,11:00:00,Cash,222.4,4.2,Saturday,February,2019,Not Satisfied
Cairo,Normal,Male,Sports and travel,37.02,6,11.106,233.226,2019-03-22,18:33:00,Cash,222.12,4.5,Friday,March,2019,Not Satisfied
Alex,Member,Male,Health and beauty,55.5,4,11.1,233.1,2019-01-20,15:48:00,Credit card,222.0,6.6,Sunday,January,2019,Not Satisfied
Alex,Normal,Female,Food and beverages,55.39,4,11.078,232.638,2019-03-25,15:19:00,E-Wallet,221.56,8.0,Monday,March,2019,Satisfied
Giza,Member,Female,Fashion accessories,44.22,5,11.055,232.155,2019-03-05,17:07:00,Credit card,221.1,8.6,Tuesday,March,2019,Satisfied
Cairo,Normal,Female,Health and beauty,73.41,3,11.0115,231.2415,2019-03-02,13:10:00,E-Wallet,220.23,4.0,Saturday,March,2019,Not Satisfied
Giza,Member,Female,Home and lifestyle,21.82,10,10.91,229.10999999999999,2019-01-07,17:36:00,Cash,218.2,7.1,Monday,January,2019,Satisfied
Alex,Member,Female,Home and lifestyle,72.42,3,10.863,228.123,2019-03-29,16:54:00,E-Wallet,217.26,8.2,Friday,March,2019,Satisfied
Alex,Normal,Female,Sports and travel,43.06,5,10.765,226.065,2019-02-04,16:38:00,E-Wallet,215.3,7.7,Monday,February,2019,Satisfied
Alex,Normal,Female,Food and beverages,71.67999999999999,3,10.752,225.79199999999997,2019-03-28,15:30:00,Credit card,215.04,9.2,Thursday,March,2019,Satisfied
Alex,Normal,Female,Home and lifestyle,42.910000000000004,5,10.7275,225.2775,2019-01-05,17:29:00,E-Wallet,214.55,6.1,Saturday,January,2019,Not Satisfied
Cairo,Member,Female,Electronic accessories,21.43,10,10.715,225.01500000000001,2019-01-28,11:51:00,Cash,214.3,6.2,Monday,January,2019,Not Satisfied
Giza,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,2019-01-31,12:02:00,Cash,213.75,9.5,Thursday,January,2019,Satisfied
